code,name,outstanding,timeToMarket
600901,江苏租赁,6.4,20180301
603031,安德利,0.56,20160822
300695,兆丰股份,0.17,20170908
600748,上实发展,14.08,19960925
300494,盛天网络,0.88,20151231
300160,秀强股份,5.92,20110113
603993,洛阳钼业,129.54,20121009
300602,飞荣达,0.62,20170126
000687,华讯方舟,5.29,19970221
002401,中远海科,3.01,20100506
603528,多伦科技,1.88,20160503
600261,阳光照明,14.52,20000720
603803,瑞斯康达,2.2,20170420
000783,长江证券,55.29,19970731
603226,菲林格尔,0.22,20170615
002903,宇环数控,0.38,20171013
600697,欧亚集团,1.55,19931206
600082,海泰发展,6.33,19970620
601618,中国中冶,178.53,20090921
600051,宁波联合,3.11,19970410
600057,厦门象屿,21.38,19970604
300437,清水源,1.27,20150423
600308,华泰股份,11.68,20000928
002643,万润股份,8.76,20111220
002649,博彦科技,4.08,20120106
603358,华达科技,0.98,20170125
300364,中文在线,5.37,20150121
002726,龙大肉食,7.47,20140626
300460,惠伦晶体,1.68,20150515
603113,金能科技,3.32,20170511
603665,康隆达,0.37,20170313
601595,上海电影,1.06,20160817
603339,四方冷链,0.58,20160519
600781,辅仁药业,1.78,19961218
603721,中广天择,0.25,20170811
300221,银禧科技,4.22,20110525
300395,菲利华,2.67,20140910
000930,中粮生化,9.64,19990712
300580,贝斯特,0.66,20170111
002577,雷柏科技,2.81,20110428
000953,ST河化,2.94,19991202
000937,冀中能源,29.07,19990909
600287,江苏舜天,4.37,20000901
600895,张江高科,15.49,19960422
601328,交通银行,392.51,20070515
601015,陕西黑猫,9.3,20141105
600050,中国联通,211.97,20021009
601566,九牧王,5.75,20110530
603508,思维列控,0.65,20151224
002774,快意电梯,0.85,20170324
600006,东风汽车,20.0,19990727
000009,中国宝安,21.2,19910625
603779,威龙股份,0.93,20160516
300302,同有科技,2.45,20120321
300565,科信技术,0.71,20161122
300142,沃森生物,13.5,20101112
600537,亿晶光电,11.76,20030123
300336,新文化,4.53,20120710
603159,上海亚虹,0.25,20160812
603937,丽岛新材,0.52,20171102
603330,上海天洋,0.32,20170213
300563,神宇股份,0.32,20161114
002221,东华能源,15.04,20080306
600668,尖峰集团,3.44,19930728
300405,科隆股份,1.33,20141030
000597,东北制药,4.73,19960523
600547,山东黄金,14.52,20030828
300286,安科瑞,1.64,20120113
600728,佳都科技,13.79,19960716
002421,达实智能,15.07,20100603
002176,江特电机,14.42,20071012
000679,大连友谊,3.56,19970124
601989,中国重工,183.62,20091216
603110,东方材料,0.36,20171013
300699,光威复材,0.92,20170901
002636,金安国纪,2.46,20111125
300401,花园生物,4.3,20141009
600351,亚宝药业,6.92,20020926
002620,瑞和股份,3.03,20110929
600590,泰豪科技,6.65,20020703
300263,隆华节能,5.56,20110916
002768,国恩股份,0.87,20150630
300029,天龙光电,1.9,20091225
603699,纽威股份,7.5,20140117
002116,中国海诚,4.16,20070215
000662,天夏智慧,3.74,19961216
600551,时代出版,5.06,20020905
300711,广哈通信,0.36,20171101
002318,久立特材,8.14,20091211
603989,艾华集团,3.9,20150515
300698,万马科技,0.34,20170831
300615,欣天科技,0.4,20170215
603331,百达精工,0.32,20170705
600532,宏达矿业,3.96,20021031
300217,东方电热,8.92,20110518
002707,众信旅游,5.1,20140123
002338,奥普光电,2.4,20100115
300353,东土科技,3.51,20120927
600516,方大炭素,17.19,20020830
603286,日盈电子,0.46,20170627
603990,麦迪科技,0.6,20161208
002750,龙津药业,3.97,20150324
300442,普丽盛,0.72,20150424
002787,华源控股,1.04,20151231
002367,康力电梯,5.21,20100312
002224,三 力 士,4.7,20080425
002045,国光电器,4.16,20050523
002084,海鸥住工,4.05,20061124
002500,山西证券,28.29,20101115
600222,太龙药业,5.67,19991105
300663,科蓝软件,1.23,20170608
002883,中设股份,0.19,20170620
600058,五矿发展,10.72,19970528
603008,喜临门,3.15,20120717
603277,银都股份,0.66,20170911
603303,得邦照明,1.02,20170330
600898,国美通讯,2.53,19960418
600837,海通证券,80.92,19940224
002160,常铝股份,6.02,20070821
600428,中远海特,16.9,20020418
300515,三德科技,0.91,20160608
300158,振东制药,8.51,20110107
000692,惠天热电,5.33,19970227
300127,银河磁体,2.27,20101013
600690,青岛海尔,60.97,19931119
000998,隆平高科,9.53,20001211
603165,荣晟环保,0.44,20170117
300181,佐力药业,3.97,20110222
603767,中马传动,0.95,20170613
002511,中顺洁柔,12.58,20101125
000004,国农科技,0.83,19910114
600791,京能置业,4.52,19970130
300073,当升科技,3.35,20100427
300303,聚飞光电,10.21,20120319
000626,远大控股,4.05,19961128
600138,中青旅,7.24,19971203
000962,东方钽业,4.41,20000120
600073,上海梅林,9.38,19970704
300178,腾邦国际,5.32,20110215
002331,皖通科技,2.95,20100106
002553,南方轴承,2.21,20110225
600705,中航资本,76.19,19960516
600588,用友网络,18.73,20010518
601811,新华文轩,1.99,20160808
002867,周大生,1.63,20170427
600141,兴发集团,6.01,19990616
002292,奥飞娱乐,7.63,20090910
600797,浙大网新,8.4,19970418
300607,拓斯达,0.57,20170209
002683,宏大爆破,5.96,20120612
300640,德艺文创,0.52,20170417
603029,天鹅股份,0.37,20160427
600667,太极实业,11.91,19930728
300593,新雷能,0.67,20170113
300070,碧水源,20.36,20100421
600556,ST慧球,3.95,20010807
002731,萃华珠宝,1.28,20141104
300507,苏奥传感,0.57,20160429
601111,中国国航,94.49,20060818
300255,常山药业,6.1,20110819
603106,恒银金融,0.77,20170920
603002,宏昌电子,6.1,20120518
300738,奥飞数据,0.16,20180119
000531,穗恒运Ａ,6.85,19940106
300226,上海钢联,1.51,20110608
002756,永兴特钢,1.85,20150515
002460,赣锋锂业,7.86,20100810
601857,中国石油,1619.22,20071105
603169,兰石重装,10.25,20141009
603809,豪能股份,0.37,20171128
600160,巨化股份,26.58,19980626
603311,金海环境,2.1,20150518
600538,国发股份,4.64,20030114
300239,东宝生物,4.45,20110706
002106,莱宝高科,7.04,20070112
002261,拓维信息,9.69,20080723
000657,中钨高新,3.44,19961205
603322,超讯通信,0.45,20160728
600854,春兰股份,5.19,19940425
603615,茶花股份,0.75,20170213
002629,仁智股份,3.45,20111103
600037,歌华有线,11.68,20010208
002729,好利来,0.67,20140912
603090,宏盛股份,0.41,20160831
601808,中海油服,29.6,20070928
600378,天科股份,2.97,20010111
300462,华铭智能,0.68,20150527
300373,扬杰科技,2.33,20140123
002279,久其软件,5.8,20090811
002209,达 意 隆,1.91,20080130
600149,ST坊展,3.8,19991014
300643,万通智控,0.71,20170505
002839,张家港行,8.41,20170124
002930,宏川智慧,0.61,20180328
300020,银江股份,6.19,20091030
002117,东港股份,3.64,20070302
603976,正川股份,0.38,20170822
601666,平煤股份,23.61,20061123
601179,中国西电,51.26,20100128
300058,蓝色光标,16.62,20100226
300671,富满电子,0.35,20170705
300431,暴风集团,2.37,20150324
601555,东吴证券,28.91,20111212
600395,盘江股份,16.55,20010531
002330,得利斯,5.02,20100106
002273,水晶光电,7.99,20080919
600716,凤凰股份,9.1,19960702
000697,炼石有色,4.54,19970325
601038,一拖股份,5.94,20120808
002888,惠威科技,0.31,20170721
000686,东北证券,23.4,19970227
603580,艾艾精工,0.3,20170525
002763,汇洁股份,3.89,20150610
300497,富祥股份,0.6,20151222
000885,同力水泥,4.96,19990319
603366,日出东方,8.0,20120521
601918,新集能源,25.91,20071219
000514,渝 开 发,8.44,19930712
603917,合力科技,0.39,20171204
600512,腾达建设,15.37,20021226
002169,智光电气,6.59,20070919
000780,平庄能源,10.14,19970606
002807,江阴银行,7.18,20160902
000813,德展健康,10.81,19980519
300692,中环环保,0.4,20170821
300135,宝利国际,9.22,20101026
002103,广博股份,4.22,20070110
002327,富安娜,5.14,20091230
300621,维业股份,0.64,20170316
603855,华荣股份,2.02,20170524
600977,中国电影,5.65,20160809
603157,拉夏贝尔,0.55,20170925
300415,伊之密,3.01,20150123
603999,读者传媒,2.3,20151210
603527,众源新材,0.44,20170907
300037,新宙邦,2.44,20100108
600552,凯盛科技,7.41,20021108
300258,精锻科技,3.75,20110826
601898,中煤能源,91.52,20080201
601608,中信重工,43.0,20120706
002244,滨江集团,27.03,20080529
002669,康达新材,2.15,20120416
603738,泰晶科技,0.59,20160928
000968,蓝焰控股,5.14,20000622
603396,金辰股份,0.19,20171018
002092,中泰化学,20.34,20061208
002453,华软科技,5.49,20100720
600685,中船防务,8.21,19931028
603727,博迈科,0.95,20161122
600338,西藏珠峰,1.58,20001227
300625,三雄极光,0.91,20170317
002080,中材科技,6.4,20061120
601881,中国银河,12.29,20170123
000887,中鼎股份,12.19,19981203
603912,佳力图,0.52,20171101
600390,五矿资本,5.14,20010115
300648,星云股份,0.54,20170425
600425,青松建化,13.79,20030724
300394,天孚通信,1.64,20150217
000709,河钢股份,106.17,19970416
000554,泰山石油,3.63,19931215
300297,蓝盾股份,7.47,20120315
600016,民生银行,295.52,20001219
600207,安彩高科,6.9,19990714
002203,海亮股份,16.27,20080116
300520,科大国创,1.13,20160708
002842,翔鹭钨业,0.72,20170119
603679,华体科技,0.35,20170621
002152,广电运通,19.72,20070813
603611,诺力股份,2.24,20150128
300691,联合光电,0.34,20170811
600519,贵州茅台,12.56,20010827
600660,福耀玻璃,20.03,19930610
603089,正裕工业,0.31,20170126
300750,宁德时代,2.17,20180611
300209,天泽信息,2.51,20110426
600582,天地科技,41.39,20020515
600571,信雅达,4.24,20021101
300155,安居宝,2.78,20110107
002536,西泵股份,3.14,20110111
300483,沃施股份,0.32,20150630
603309,维力医疗,2.0,20150302
600216,浙江医药,9.47,19991021
000925,众合科技,4.41,19990611
603518,维格娜丝,1.48,20141203
600478,科力远,13.91,20030918
300453,三鑫医疗,1.09,20150515
002231,奥维通信,2.89,20080512
603826,坤彩科技,1.89,20170414
300030,阳普医疗,2.54,20091225
603323,吴江银行,6.07,20161129
002457,青龙管业,2.77,20100803
600703,三安光电,40.78,19960528
000617,中油资本,2.88,19961022
603685,晨丰科技,0.33,20171127
000100,TCL 集团,117.28,20040130
002595,豪迈科技,5.15,20110628
000551,创元科技,4.0,19940106
002845,同兴达,0.62,20170125
600172,黄河旋风,11.69,19981126
300608,思特奇,0.69,20170213
300194,福安药业,5.87,20110322
300461,田中精机,0.93,20150519
600075,新疆天业,8.32,19970617
300157,恒泰艾普,6.15,20110107
600499,科达洁能,14.11,20021010
300065,海兰信,2.74,20100326
002133,广宇集团,6.35,20070427
600028,中国石化,955.58,20010808
002074,国轩高科,11.13,20061018
002474,榕基软件,4.69,20100915
002817,黄山胶囊,0.42,20161025
600135,乐凯胶片,3.73,19980122
603166,福达股份,5.92,20141127
600225,天津松江,9.32,20000127
603499,翔港科技,0.25,20171016
603978,深圳新星,0.4,20170807
600708,光明地产,12.86,19960606
601229,上海银行,37.11,20161116
000558,莱茵体育,12.88,19940509
600960,渤海汽车,6.8,20040407
600644,乐山电力,5.38,19930426
002752,昇兴股份,1.7,20150422
603038,华立股份,0.37,20170116
300660,江苏雷利,0.45,20170602
000750,国海证券,42.16,19970709
603266,天龙股份,0.35,20170110
002192,融捷股份,2.37,20071205
000423,东阿阿胶,6.54,19960729
600507,方大特钢,13.26,20030930
600985,雷鸣科化,2.63,20040428
600885,宏发股份,7.45,19960205
300641,正丹股份,2.23,20170418
600736,苏州高新,11.94,19960815
002597,金禾实业,5.6,20110707
000050,深天马Ａ,14.01,19950315
300504,天邑股份,0.67,20180330
600665,天地源,8.64,19930709
600609,金杯汽车,10.93,19920724
000852,石化机械,5.98,19981126
600000,浦发银行,281.04,19991110
000725,京东方Ａ,338.6,20010112
300597,吉大通信,0.73,20170123
000608,阳光股份,7.5,19960919
603519,立霸股份,2.22,20150319
600597,光明乳业,12.24,20020828
600071,凤凰光学,2.37,19970528
601908,京运通,19.93,20110908
300539,横河模具,0.61,20160830
000677,恒天海龙,8.64,19961226
002751,易尚展示,0.93,20150424
300279,和晶科技,3.1,20111229
000671,阳 光 城,32.48,19961218
300370,安控科技,6.7,20140123
300485,赛升药业,2.11,20150626
600663,陆家嘴,24.45,19930628
300295,三六五网,1.77,20120315
300208,恒顺众昇,5.79,20110426
603321,梅轮电梯,0.77,20170915
600487,亨通光电,17.38,20030822
600369,西南证券,56.45,20010109
300604,长川科技,0.66,20170417
000039,中集集团,12.68,19940408
600444,国机通用,1.05,20040219
002405,四维图新,10.35,20100518
300206,理邦仪器,3.44,20110421
603239,浙江仙通,0.91,20161230
600125,铁龙物流,13.06,19980511
002767,先锋电子,0.68,20150612
300315,掌趣科技,27.01,20120511
601500,通用股份,1.75,20160919
002366,台海核电,4.89,20100312
600711,盛屯矿业,14.97,19960531
002574,明牌珠宝,5.28,20110422
601677,明泰铝业,4.98,20110919
600679,上海凤凰,1.91,19931008
000717,韶钢松山,24.2,19970508
002064,华峰氨纶,15.39,20060823
300590,移为通信,0.97,20170111
002644,佛慈制药,5.11,20111222
000429,粤高速Ａ,4.69,19980220
600890,中房股份,5.79,19960318
002900,哈三联,0.79,20170922
000993,闽东电力,3.73,20000731
002838,道恩股份,0.75,20170106
300718,长盛轴承,0.5,20171106
000631,顺发恒业,24.33,19961122
600076,康欣新材,7.52,19970526
600737,中粮糖业,20.52,19960731
300716,国立科技,0.4,20171109
600999,招商证券,49.04,20091117
002696,百洋股份,2.18,20120905
300115,长盈精密,9.05,20100902
002337,赛象科技,5.88,20100115
300435,中泰股份,0.98,20150326
300316,晶盛机电,11.98,20120511
002118,紫鑫药业,10.25,20070302
600206,有研新材,8.39,19990319
300697,电工合金,0.52,20170907
300525,博思软件,0.76,20160726
002386,天原集团,6.72,20100409
000670,盈方微,6.0,19961217
002822,中装建设,3.06,20161129
300385,雪浪环境,0.64,20140626
300568,星源材质,1.28,20161201
000792,盐湖股份,27.5,19970904
300541,先进数通,0.76,20160913
600350,山东高速,48.11,20020318
002882,金龙羽,0.8,20170717
300619,金银河,0.33,20170301
002684,猛狮科技,3.9,20120612
002233,塔牌集团,8.04,20080516
600847,万里股份,1.53,19940324
002698,博实股份,5.31,20120911
000037,深南电A,3.39,19940701
002414,高德红外,4.76,20100716
600281,太化股份,5.14,20001109
601800,中国交建,117.47,20120309
601766,中国中车,229.18,20080818
601099,太平洋,64.79,20071228
300471,厚普股份,2.74,20150611
603444,吉比特,0.41,20170104
601375,中原证券,11.95,20170103
300407,凯发电气,1.66,20141203
300293,蓝英装备,2.7,20120308
601222,林洋能源,17.49,20110808
600684,珠江实业,8.53,19931028
603399,吉翔股份,5.08,20120824
601567,三星医疗,14.17,20110615
600332,白云山,10.71,20010206
300605,恒锋信息,0.37,20170208
002409,雅克科技,1.83,20100525
002217,合力泰,20.49,20080220
002123,梦网集团,5.98,20070328
002456,欧菲科技,26.57,20100803
601611,中国核建,9.62,20160606
000878,云南铜业,14.16,19980602
600583,海油工程,44.21,20020205
603129,春风动力,0.33,20170818
603619,中曼石油,0.4,20171117
002913,奥士康,0.36,20171201
600618,氯碱化工,7.5,19921113
300412,迦南科技,2.21,20141231
600718,东软集团,12.37,19960618
600889,南京化纤,3.07,19960308
300657,弘信电子,0.66,20170523
300501,海顺新材,0.36,20160204
300500,启迪设计,0.43,20160204
600643,爱建集团,14.34,19930426
000060,中金岭南,33.17,19970123
603227,雪峰科技,6.59,20150515
300710,万隆光电,0.18,20171019
300444,双杰电气,1.65,20150423
603079,圣达生物,0.28,20170823
002855,捷荣技术,0.83,20170321
300624,万兴科技,0.2,20180118
600823,世茂股份,37.51,19940204
002120,韵达股份,1.39,20070306
600322,天房发展,11.06,20010910
300622,博士眼镜,0.38,20170315
603383,顶点软件,0.57,20170522
603003,龙宇燃油,4.41,20120817
002029,七 匹 狼,7.55,20040806
601016,节能风电,41.56,20140929
300228,富瑞特装,4.06,20110608
603021,山东华鹏,3.16,20150423
002419,天虹股份,12.0,20100601
600236,桂冠电力,36.04,20000323
002886,沃特股份,0.5,20170627
600083,博信股份,2.28,19970606
002657,中科金财,2.76,20120228
300426,唐德影视,2.46,20150217
000565,渝三峡Ａ,4.34,19940408
300085,银之杰,3.92,20100526
002499,科林环保,1.63,20101109
603637,镇海股份,0.43,20170208
002789,建艺集团,0.38,20160311
300184,力源信息,3.03,20110222
002648,卫星石化,8.01,20111228
601388,怡球资源,20.25,20120423
603232,格尔软件,0.51,20170421
600223,鲁商置业,10.01,20000113
000683,远兴能源,28.33,19970131
002090,金智科技,2.13,20061208
002162,悦心健康,8.52,20070823
000059,华锦股份,15.99,19970130
000756,新华制药,3.07,19970806
600030,中信证券,98.15,20030106
300109,新开源,0.86,20100825
600410,华胜天成,10.94,20040427
300735,光弘科技,0.89,20171229
002715,登云股份,0.82,20140219
000158,常山北明,10.15,20000724
603559,中通国脉,0.79,20161202
002468,申通快递,3.32,20100908
000045,深纺织Ａ,4.57,19940815
000800,一汽轿车,14.12,19970618
002820,桂发祥,1.21,20161118
000761,本钢板材,27.36,19980115
600323,瀚蓝环境,7.66,20001225
002762,金发拉比,1.89,20150610
002501,利源精制,9.39,20101117
000023,深天地Ａ,1.39,19930429
300682,朗新科技,0.45,20170801
300730,科创信息,0.4,20171205
000731,四川美丰,5.91,19970617
002241,歌尔股份,27.23,20080522
300536,农尚环境,0.61,20160920
300722,新余国科,0.2,20171110
300479,神思电子,1.6,20150612
000835,长城动漫,3.03,19990625
300429,强力新材,1.39,20150324
002002,鸿达兴业,20.82,20040625
002635,安洁科技,3.2,20111125
002929,润建通信,0.55,20180301
600887,伊利股份,60.33,19960312
603603,博天环境,2.35,20170217
002857,三晖电气,0.49,20170323
002028,思源电气,5.79,20040805
300088,长信科技,22.63,20100526
300553,集智股份,0.17,20161021
002598,山东章鼓,2.71,20110707
300708,聚灿光电,0.64,20171016
300310,宜通世纪,5.84,20120425
600657,信达地产,15.24,19930524
002333,罗普斯金,4.85,20100112
603868,飞科电器,0.44,20160418
300176,鸿特科技,2.0,20110215
002745,木林森,5.2,20150217
002497,雅化集团,8.23,20101109
002835,同为股份,0.85,20161228
300381,溢多利,3.3,20140128
603188,亚邦股份,5.76,20140909
600558,大西洋,8.98,20010227
002890,弘宇股份,0.17,20170802
600808,马钢股份,59.68,19940106
002061,浙江交科,5.59,20060816
000532,华金资本,3.43,19940103
300579,数字认证,0.43,20161223
000628,高新发展,1.88,19961118
300288,朗玛信息,2.03,20120216
000996,中国中期,3.45,20000718
603906,龙蟠科技,0.93,20170410
603822,嘉澳环保,0.41,20160428
000975,银泰资源,12.29,20000608
002916,深南电路,0.7,20171213
603001,奥康国际,4.01,20120426
600446,金证股份,8.35,20031224
002508,老板电器,9.35,20101123
600157,永泰能源,124.26,19980513
603026,石大胜华,2.03,20150529
603269,海鸥股份,0.37,20170517
603507,振江股份,0.31,20171106
002571,德力股份,2.53,20110412
002891,中宠股份,0.25,20170821
600234,ST山水,2.02,20000615
603955,大千生态,0.71,20170310
000795,英洛华,6.86,19970808
002797,第一创业,19.18,20160511
601997,贵阳银行,12.39,20160816
000786,北新建材,14.14,19970606
600208,新湖中宝,85.98,19990623
603757,大元泵业,0.29,20170711
600522,中天科技,27.31,20021024
002311,海大集团,15.44,20091127
300555,路通视信,0.93,20161018
300438,鹏辉能源,2.15,20150424
601218,吉鑫科技,9.92,20110506
300678,中科信息,0.45,20170728
300467,迅游科技,1.16,20150527
002208,合肥城建,3.19,20080128
300031,宝通科技,2.57,20091225
300010,立思辰,6.43,20091030
600742,一汽富维,5.08,19960826
600117,西宁特钢,7.41,19971015
000672,上峰水泥,8.14,19961218
000833,贵糖股份,3.78,19981111
600291,西水股份,9.79,20000731
000822,山东海化,8.95,19980703
002376,新北洋,5.74,20100323
002055,得润电子,4.27,20060725
300478,杭州高新,1.26,20150610
600476,湘邮科技,1.61,20031210
603258,电魂网络,0.67,20161026
300427,红相股份,1.11,20150217
002124,天邦股份,7.91,20070403
603081,大丰实业,0.78,20170420
603308,应流股份,4.0,20140122
002919,名臣健康,0.2,20171218
603378,亚士创能,0.49,20170928
002926,华西证券,5.25,20180205
601288,农业银行,2940.55,20100715
002308,威创股份,8.35,20091127
300230,永利股份,5.4,20110615
600693,东百集团,8.97,19931122
300272,开能环保,2.56,20111102
002285,世联行,19.93,20090828
300551,古鳌科技,0.65,20161018
002518,科士达,5.54,20101207
002139,拓邦股份,7.84,20070629
600109,国金证券,30.24,19970807
300592,华凯创意,0.83,20170120
002580,圣阳股份,2.98,20110506
600529,山东药玻,2.57,20020603
600310,桂东电力,8.28,20010228
300573,兴齐眼药,0.53,20161208
300292,吴通控股,8.25,20120229
002172,澳洋科技,5.73,20070921
000055,方大集团,6.78,19960415
300600,瑞特股份,0.41,20170125
000789,万年青,6.13,19970923
002594,比亚迪,11.38,20110630
600031,三一重工,76.68,20030703
300055,万邦达,8.65,20100226
002892,科力尔,0.18,20170817
601311,骆驼股份,8.48,20110602
603908,牧高笛,0.23,20170307
600267,海正药业,9.66,20000725
002454,松芝股份,6.17,20100720
002108,沧州明珠,14.18,20070124
600503,华丽家族,16.02,20020709
002653,海思科,4.84,20120117
603533,掌阅科技,0.41,20170921
002336,人人乐,3.39,20100113
002853,皮阿诺,0.53,20170310
300598,诚迈科技,0.48,20170120
603078,江化微,0.48,20170410
601899,紫金矿业,168.76,20080425
300511,雪榕生物,2.32,20160504
603123,翠微股份,5.24,20120503
600866,星湖科技,6.45,19940818
000573,粤宏远Ａ,6.22,19940815
300506,名家汇,1.34,20160324
300243,瑞丰高材,1.68,20110712
600277,亿利洁能,26.74,20000725
601001,大同煤业,16.74,20060623
600079,人福医药,12.86,19970606
002927,泰永长征,0.3,20180223
603648,畅联股份,0.92,20170913
601600,中国铝业,109.6,20070430
002799,环球印务,0.77,20160608
600113,浙江东日,3.19,19971021
300264,佳创视讯,3.19,20110916
300335,迪森股份,2.64,20120710
300235,方直科技,1.06,20110629
600256,广汇能源,67.37,20000526
603712,七一二,1.0,20180226
603458,勘设股份,0.31,20170809
002531,天顺风能,17.69,20101231
300212,易华录,3.66,20110505
002423,中原特钢,5.03,20100603
300690,双一科技,0.28,20170808
002902,铭普光磁,0.35,20170929
300616,尚品宅配,0.67,20170307
000831,五矿稀土,9.81,19980911
002612,朗姿股份,2.09,20110830
300552,万集科技,0.4,20161021
603013,亚普股份,0.6,20180509
002673,西部证券,35.02,20120503
300706,阿石创,0.35,20170926
600176,中国巨石,35.02,19990422
603733,仙鹤股份,0.62,20180420
300124,汇川技术,12.28,20100928
000708,大冶特钢,4.49,19970326
603890,春秋电子,0.48,20171212
002572,索菲亚,6.2,20110412
300629,新劲刚,0.43,20170324
600091,ST明科,3.37,19970704
300545,联得装备,0.47,20160928
600773,西藏城投,7.29,19961108
002112,三变科技,1.83,20070208
601838,成都银行,3.61,20180131
000913,钱江摩托,4.54,19990514
603500,祥和实业,0.44,20170904
600036,招商银行,206.29,20020409
300645,正元智慧,0.45,20170421
601360,三六零,3.97,20120116
002554,惠博普,8.36,20110225
300537,广信材料,0.7,20160830
601108,财通证券,3.59,20171024
603010,万盛股份,2.2,20141010
000651,格力电器,59.7,19961118
300256,星星科技,5.94,20110819
000733,振华科技,4.69,19970703
300557,理工光科,0.34,20161101
603320,迪贝电气,0.33,20170502
002896,中大力德,0.2,20170829
600531,豫光金铅,10.9,20020730
603223,恒通股份,1.68,20150630
002245,澳洋顺昌,9.14,20080605
600466,蓝光发展,29.73,20010212
000848,承德露露,9.78,19971113
000676,智度股份,3.19,19961224
601988,中国银行,2107.66,20060705
601009,南京银行,84.82,20070719
300636,同和药业,0.42,20170331
600129,太极集团,4.27,19971118
600155,宝硕股份,11.28,19980918
002517,恺英网络,8.74,20101207
002833,弘亚数控,0.53,20161228
300548,博创科技,0.34,20161012
600348,阳泉煤业,24.05,20030821
300224,正海磁材,7.36,20110531
600387,海越股份,3.86,20040218
300687,赛意信息,0.36,20170803
300061,康旗股份,2.0,20100319
002884,凌霄泵业,0.31,20170711
600151,航天机电,13.89,19980605
603505,金石资源,1.12,20170503
002850,科达利,0.93,20170302
600420,现代制药,5.75,20040616
601186,中国铁建,115.03,20080310
600121,郑州煤电,10.15,19980107
000898,鞍钢股份,61.49,19971225
000510,金路集团,5.49,19930507
300466,赛摩电气,2.76,20150528
600525,长园集团,12.56,20021202
300391,康跃科技,0.78,20140801
300267,尔康制药,11.05,20110927
000501,鄂武商Ａ,6.78,19921120
002335,科华恒盛,2.25,20100113
600720,祁连山,7.76,19960716
600339,中油工程,15.52,20001225
601166,兴业银行,190.52,20070205
000028,国药一致,3.08,19930809
300038,梅泰诺,4.1,20100108
300014,亿纬锂能,8.19,20091030
600970,中材国际,16.83,20050412
000537,广宇发展,4.06,19931210
600877,ST嘉陵,6.87,19951013
600581,八一钢铁,15.33,20020816
002213,特 尔 佳,1.97,20080201
002095,生 意 宝,2.52,20061215
603900,莱绅通灵,0.85,20161123
600282,南钢股份,38.76,20000919
600686,金龙汽车,6.07,19931108
603278,大业股份,0.52,20171113
603183,建研院,0.31,20170905
600061,国投资本,36.94,19970519
600297,广汇汽车,71.51,20001116
601818,光大银行,398.1,20100818
600260,凯乐科技,6.28,20000706
000155,川化股份,9.37,20000926
300731,科创新源,0.22,20171208
603118,共进股份,7.76,20150225
600777,新潮能源,23.77,19961121
300340,科恒股份,0.85,20120726
002860,星帅尔,0.47,20170412
603515,欧普照明,0.98,20160819
601225,陕西煤业,100.0,20140128
000959,首钢股份,29.67,19991216
300655,晶瑞股份,0.84,20170523
600520,文一科技,1.58,20020108
300096,易联众,3.77,20100728
601155,新城控股,7.19,20151204
600495,晋西车轴,12.08,20040526
603829,洛凯股份,0.4,20171017
000020,深华发Ａ,1.81,19920428
300632,光莆股份,0.48,20170406
603556,海兴电力,1.68,20161110
300469,信息发展,0.54,20150611
600449,宁夏建材,4.78,20030829
300570,太辰光,0.95,20161206
601688,华泰证券,54.44,20100226
300089,文化长城,2.66,20100625
600741,华域汽车,28.67,19960826
000555,神州信息,9.41,19940408
600497,驰宏锌锗,43.1,20040420
600546,山煤国际,19.82,20030731
601006,大秦铁路,148.67,20060801
002077,大港股份,5.32,20061116
002869,金溢科技,0.45,20170515
000529,广弘控股,5.7,19931118
600675,中华企业,18.67,19930924
600455,博通股份,0.62,20040329
002662,京威股份,14.57,20120309
600300,维维股份,16.72,20000630
300130,新国都,2.9,20101019
002345,潮宏基,8.3,20100128
300679,电连技术,0.54,20170731
300701,森霸传感,0.2,20170915
300452,山河药辅,1.08,20150515
002675,东诚药业,5.78,20120525
300617,安靠智电,0.37,20170228
002008,大族激光,9.93,20040625
300656,民德电子,0.39,20170519
603895,天永智能,0.27,20180122
002879,长缆科技,0.49,20170707
600683,京投发展,7.41,19931025
603813,原尚股份,0.22,20170918
601066,中信建投,4.0,20180620
300423,鲁亿通,1.07,20150217
002770,科迪乳业,5.82,20150630
600585,海螺水泥,40.0,20020207
600801,华新水泥,9.73,19940103
603377,东方时尚,1.65,20160205
000563,陕国投Ａ,28.62,19940110
600621,华鑫股份,5.35,19921202
600104,上汽集团,115.03,19971125
601628,中国人寿,208.24,20070109
300542,新晨科技,0.56,20160920
300136,信维通信,7.45,20101105
000908,景峰医药,7.67,19990203
601088,中国神华,164.91,20071009
600971,恒源煤电,10.0,20040817
603833,欧派家居,0.9,20170328
601336,新华保险,20.85,20111216
601398,工商银行,2696.12,20061027
600094,大名城,22.77,19970703
000732,泰禾集团,12.43,19970704
603801,志邦股份,0.83,20170630
600231,凌钢股份,17.69,20000511
603040,新坐标,0.31,20170209
300566,激智科技,0.95,20161115
002475,立讯精密,31.62,20100915
603818,曲美家居,4.84,20150422
002897,意华股份,0.43,20170907
601138,工业富联,11.18,20180608
601012,隆基股份,27.66,20120411
300543,朗科智能,0.43,20160908
002777,久远银海,0.6,20151231
300422,博世科,2.64,20150217
000807,云铝股份,24.3,19980408
000851,高鸿股份,8.28,19980609
300409,道氏技术,1.31,20141203
